FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingDate/_xsi:nil,Geocode/Longitude,Geocode/Latitude
521616,PI/000199711,Wilko,Retailers - other,4613,5,fhrs_5_en-GB,13/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"116 - 124, St Georges Way St Johns Precinct",,Liverpool,Liverpool,L1 1LX,,-2.981079102,53.40725327
1243529,21331,CAMP AND FURNACE,Pub/bar/nightclub,7843,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Camp And Furnace, 67 Greenland Street",,Liverpool,Liverpool,L1 0BY,TRUE,-2.981050014,53.39419937
1244195,76794,Chinese Now Units,Retailers - other,4613,5,fhrs_5_en-GB,18/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,5,FHRS,FALSE,"103, Retail Market St Johns Precinct",,Liverpool,Liverpool,L1 1NP,,-2.981024981,53.40684891
1244193,76788,F Liversley's,Retailers - other,4613,5,fhrs_5_en-GB,18/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"81 - 82, Retail Market St Johns Precinct",,Liverpool,Liverpool,L1 1NW,,-2.981024981,53.40684891
1244192,76786,George (Butchers),Retailers - other,4613,5,fhrs_5_en-GB,19/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,5,FHRS,FALSE,"89, Retail Market St Johns Precinct",,Liverpool,Liverpool,L1 1NW,,-2.981024981,53.40684891
1244191,76785,Jack's Coffee Shop,Retailers - other,4613,5,fhrs_5_en-GB,15/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"81 - 82, Retail Market St Johns Precinct",,Liverpool,Liverpool,L1 1NW,,-2.981024981,53.40684891
1244196,76795,Kavanagh's Kitchen,Retailers - other,4613,5,fhrs_5_en-GB,17/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,5,FHRS,FALSE,"104, Retail Market St Johns Precinct",,Liverpool,Liverpool,L1 1NP,,-2.981024981,53.40684891
1244201,76856,The Continental Shop,Retailers - other,4613,5,fhrs_5_en-GB,18/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"97, Retail Market St Johns Precinct",,Liverpool,Liverpool,L1 1NW,,-2.981024981,53.40684891
1244281,77616,Cose Buone,Retailers - other,4613,5,fhrs_5_en-GB,18/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,"100, St Johns Market St Johns Precinct",,Liverpool,Liverpool,L1 1NP,,-2.9810244,53.4068472
498179,PI/000241225,envi,Pub/bar/nightclub,7843,4,fhrs_4_en-GB,19/02/2014,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,17 - 21 Fleet Street,,Liverpool,Liverpool,L1 4AR,,-2.9809955,53.4036294
1034578,PI/000269794,Fusion,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,02/02/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,17 - 21 Fleet Street,,Liverpool,Liverpool,L1 4AR,,-2.9809955,53.4036294
1244461,PI/000274021,Level,Pub/bar/nightclub,7843,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Level Bar, 18 - 20 Fleet Street",,Liverpool,Liverpool,L1 4AN,TRUE,-2.9809821,53.4032499
1244233,77375,Fork It,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,24/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,"Kiosk 4, St Johns Square St Johns Precinct",,Liverpool,Liverpool,L1 1LT,,-2.9809216,53.4069559
1244269,77554,KFC,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,24/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,"81, St Johns Square St Johns Precinct",,Liverpool,Liverpool,L1 1LT,,-2.9809216,53.4069559
1244264,77517,Subway,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,24/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,"Kiosk 3, St Johns Square St Johns Precinct",,Liverpool,Liverpool,L1 1LT,,-2.9809216,53.4069559
1243697,71592,Courtyard Bar and Kitchen,Pub/bar/nightclub,7843,3,fhrs_3_en-GB,23/10/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,"The Courtyard, 89 Roe Street",,Liverpool,Liverpool,L1 1EP,,-2.9809208,53.4075761
1317813,79281,The Crown Vaults,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,25 Kirkdale Road,,Liverpool,Liverpool,L5 2QQ,TRUE,-2.9808833,53.4268752
1048022,PI/000271574,Bon Pan,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,30/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,45 - 49 Clayton Square,,Liverpool,Liverpool,L1 1QR,,-2.980827093,53.40546417
542975,PI/000254656,Costa Coffee,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,02/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,30 Clayton Square,,Liverpool,Liverpool,L1 1QR,,-2.980827093,53.40546417
1016340,PI/000236228,McDonald's,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,05/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,18 - 19 Clayton Square,,Liverpool,Liverpool,L1 1QR,,-2.980827093,53.40546417
965961,PI/000263354,Tastebuds Nursery Foods Limited,Manufacturers/packers,7839,Exempt,fhrs_exempt_en-GB,24/03/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Knobs And Knockers Limited, 15 - 37 Caryl Street",,Liverpool,Liverpool,L8 5SH,,-2.980777025,53.39347458
1066890,PI/000269111,Ranelaghs Tavern,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,31/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,15 - 17 Ranelagh Street,,Liverpool,Liverpool,L1 1JW,,-2.9807725,53.4050515
1244280,77615,Parkes Deli,Retailers - other,4613,5,fhrs_5_en-GB,15/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"Pod 87, St Johns Market St Johns Precinct",,Liverpool,Liverpool,L1 1LR,,-2.980707884,53.40617371
1244161,76389,The Flavours,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,19/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,10,FHRS,FALSE,"Pod 101, St Johns Market St Johns Precinct",,Liverpool,Liverpool,L1 1LR,,-2.980707884,53.40617371
1244426,PI/000272807,Einstein Bier Haus,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,26 Fleet Street,,Liverpool,Liverpool,L1 4AN,TRUE,-2.9806815,53.4030567
1244066,75826,the Lobster Pot,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,14/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,19 Ranelagh Street,,Liverpool,Liverpool,L1 1JW,,-2.9806676,53.4050703
496126,PI/000020123,Cafe Latino,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,30/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,"Cafe Latino, 28A Bold Street",,Liverpool,Liverpool,L1 4DS,,-2.980643034,53.40399933
1080560,PI/000273765,The Crafty Chandler,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,31/08/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,5,FHRS,FALSE,"The Crafty Chandler, 48 - 50 Bold Street",,Liverpool,Liverpool,L1 4DS,,-2.980643034,53.40399933
496376,PI/000046011,The Monro,Pub/bar/nightclub,7843,3,fhrs_3_en-GB,30/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,92 Duke Street,City Centre,Liverpool,Liverpool,L1 5AG,,-2.9806251,53.4012594
1094198,PI/000272148,The Merchant,Pub/bar/nightclub,7843,2,fhrs_2_en-GB,31/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,15,10,FHRS,FALSE,"Mello Mello, 40 - 42 Slater Street",,Liverpool,Liverpool,L1 4BX,,-2.9805667,53.401988
1052379,PI/000264960,Starbucks,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,04/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,21 - 23 Ranelagh Street,,Liverpool,Liverpool,L1 1JW,,-2.9805626,53.4050802
1244031,7524,ELECTRIK,Pub/bar/nightclub,7843,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,The Electric Warehouse Wood Street,City Centre,Liverpool,Liverpool,L1 4AQ,TRUE,-2.98052907,53.40360641
1219309,76001,The Nakery,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,17/12/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,44A Berry Street,,Liverpool,Liverpool,L1 4AQ,,-2.98052907,53.40360641
496311,PI/000036738,Lime Kiln (Lloyds No. 1),Pub/bar/nightclub,7843,5,fhrs_5_en-GB,19/10/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,1 Concert Street,,Liverpool,Liverpool,L1 4BN,,-2.980423927,53.40296173
1243858,71781,Modo,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,31/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,"Modo, Concert Square Concert Street",,Liverpool,Liverpool,L1 4NR,,-2.9804039,53.40341949
606068,PI/000257333,Soho,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,19/05/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"Soho, Concert Square Concert Street",,Liverpool,Liverpool,L1 4NR,,-2.9804039,53.40341949
1243551,4748,EL BANDITO,Pub/bar/nightclub,7843,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,41B Slater Street,,Liverpool,Liverpool,L1 4BX,TRUE,-2.980374,53.4016979
496249,PI/000032733,Coopers,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,25/10/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,13 Cases Street,,Liverpool,Liverpool,L1 1HW,,-2.980373,53.4053424
1062157,PI/000129354,Convenience Store,Retailers - other,4613,3,fhrs_3_en-GB,09/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,5,FHRS,FALSE,46 St James Street,,Liverpool,Liverpool,L1 0AB,,-2.9803694,53.3972565
497715,PI/000223538,Home Bargains,Retailers - other,4613,5,fhrs_5_en-GB,17/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,34 - 36 Bold Street,,Liverpool,Liverpool,L1 4DS,,-2.9803686,53.4038413
1052380,PI/000268657,Key Lime Coffee,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,08/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,"178, Market Way St Johns Precinct",,Liverpool,Liverpool,L1 1NG,,-2.980346918,53.40680695
496250,PI/000032737,The Globe Hotel,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,19/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,17 Cases Street,,Liverpool,Liverpool,L1 1HW,,-2.9803104,53.4052351
498263,PI/000242631,Delifonseca Dockside Ltd,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,11/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,Delifonseca Brunswick Way,,Liverpool,Liverpool,L3 4BN,,-2.980304956,53.38669205
606041,PI/000238974,Santa Chupitos,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,22/02/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,41 Slater Street,,Liverpool,Liverpool,L1 4BX,,-2.9803044,53.4017025
496123,PI/000020096,Caffe Nero,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,09/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,1A Bold Street,,Liverpool,Liverpool,L1 4DJ,,-2.9802883,53.4042735
498480,PI/000245784,Jamaica Street Snack Shop,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,18/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,48A Jamaica Street,,Liverpool,Liverpool,L1 0AF,,-2.9802883,53.3947774
1363626,79726,Ohannes Burger,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,19 Cases Street,,Liverpool,Liverpool,L1 1HW,TRUE,-2.980249,53.4051816
1243875,71803,Wreckfish Bistro,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,14/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,30A Slater Street,,Liverpool,Liverpool,L1 4BX,,-2.9801782,53.4021842
497052,PI/000124689,The Midland,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,19/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,25 Ranelagh Street,,Liverpool,Liverpool,L1 1JP,,-2.9801736,53.4051733
1244313,77731,The Little Shoe,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,06/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,5,5,FHRS,FALSE,St Georges Hall Lime Street,,Liverpool,Liverpool,L1 1JJ,,-2.9801633,53.408652
1243897,71827,Subway,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,11/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,2 Jennifer Avenue,,Liverpool,Liverpool,L5 5AA,,-2.980162,53.4245209
1244260,77495,Burger King,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,06/12/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"14, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,,-2.9801456,53.4046072
498066,PI/000238069,Greggs,Retailers - other,4613,5,fhrs_5_en-GB,24/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"1, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,,-2.9801456,53.4046072
1094200,PI/000273110,Subway,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,11/09/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"13B, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,,-2.9801456,53.4046072
1244367,77958,Superdrug,Retailers - other,4613,5,fhrs_5_en-GB,31/03/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"15, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,,-2.9801456,53.4046072
1245111,76430,Wok & Go,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,05/12/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,"2, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,,-2.9801456,53.4046072
1243524,19991,92 Degrees Coffee,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Cafe, 49 Jamaica Street",,Liverpool,Liverpool,L1 0AH,TRUE,-2.9801234,53.3953809
1244463,PI/000274115,The Baltic Roastery,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,04/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,49 Jamaica Street,,Liverpool,Liverpool,L1 0AH,,-2.9801234,53.3953809
498157,PI/000240703,Aldi,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,03/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,"Aldi Supermarket, 74 - 75, St Johns Way St Johns Precinct",,Liverpool,Liverpool,L1 1LS,,-2.980117083,53.40662003
1302736,79137,American Candy Empire LTD,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"80, St Johns Way St Johns Precinct",,Liverpool,Liverpool,L1 1LS,TRUE,-2.980102062,53.4066124
1219301,72004,Naked Noodle,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,24/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,5 Bold Street,,Liverpool,Liverpool,L1 4DJ,,-2.9800755,53.4041763
497053,PI/000124753,Central Hotel,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,19/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Central Hotel, 31 Ranelagh Street",,Liverpool,Liverpool,L1 1JP,,-2.9800694,53.4052191
1243718,71619,Revolution,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,25/01/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,Revolution Fleet Street,,Liverpool,Liverpool,L1 4AR,,-2.9800497,53.403053
606047,PI/000252587,Almost Famous,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,30/03/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,11 - 13 Parr Street,,Liverpool,Liverpool,L1 4JN,,-2.9800299,53.4018722
521702,PI/000247600,Great Sefton Street Services,Retailers - other,4613,5,fhrs_5_en-GB,15/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,"Great Sefton Filling Station, 53 Sefton Street",,Liverpool,Liverpool,L8 6UD,,-2.980021954,53.38810349
497892,PI/000234178,Holiday Inn,Hotel/bed & breakfast/guest house,7842,5,fhrs_5_en-GB,01/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"201, St Johns Precinct St Georges Place",,Liverpool,Liverpool,L1 1NQ,,-2.980015039,53.40676498
839575,PI/000265117,Mccooleys Irish Bar,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,11/02/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,"Holmes Building, 46 - 50 Wood Street",City Centre,Liverpool,Liverpool,L1 4AQ,,-2.9800085,53.4032241
497670,PI/000212829,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,08/04/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,"Sainsburys Local Supermarket, 8, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,,-2.979998112,53.40473557
1038936,PI/000272676,Domino's Pizza,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,14/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,6 Jennifer Avenue,,Liverpool,Liverpool,L5 5AA,,-2.9799807,53.4245223
1244283,77618,Angels News and Convenience Store,Retailers - other,4613,5,fhrs_5_en-GB,05/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,7 - 9 Selwyn Street,,Liverpool,Liverpool,L4 3TN,,-2.9799798,53.4413557
498148,PI/000240520,Butty Station,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,05/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,3A Selwyn Street,,Liverpool,Liverpool,L4 3TN,,-2.9799798,53.4413557
498463,PI/000245619,The Faculty,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,25/03/2015,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,24 Slater Street,,Liverpool,Liverpool,L1 4BS,,-2.9799631,53.4025593
1080536,PI/000269835,Lanigans,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,30/08/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,33 - 35 Ranelagh Street,,Liverpool,Liverpool,L1 1JP,,-2.9799186,53.4052023
1172220,PI/000274296,Wok to Walk,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,25/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,46 Bold Street,,Liverpool,Liverpool,L1 4DS,,-2.9799127,53.4036383
752299,PI/000262710,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,27/11/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Sainsburys Local Supermarket, 180 - 181, St Johns Precinct Elliot Street",,Liverpool,Liverpool,L1 1NH,,-2.979907036,53.4066658
1297031,78975,Dough Dough,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"5, Central Shopping Centre Ranelagh Street",,Liverpool,Liverpool,L1 1QE,TRUE,-2.9799043,53.4045822
1297055,79049,Mr Kebab,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,22 Slater Street,,Liverpool,Liverpool,L1 4BS,TRUE,-2.9799038,53.4025957
497163,PI/000136175,Slaters Bar,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,30/04/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,26 Slater Street,,Liverpool,Liverpool,L1 4BS,,-2.9799007,53.4024609
1243609,71245,Eazt,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,24/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,32 Ranelagh Street,,Liverpool,Liverpool,L1 1QE,,-2.9798563,53.4048802
634257,PI/000257197,Siren@54StJamesStreet,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,03/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,54 St James Street,,Liverpool,Liverpool,L1 0AB,,-2.979842,53.3968032
1098327,PI/000273810,The Good Catch,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,21/12/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,10 Jennifer Avenue,,Liverpool,Liverpool,L5 5AA,,-2.9797968,53.4245334
1339503,79416,Potts Coffee,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,18 Slater Street,,Liverpool,Liverpool,L1 4BS,TRUE,-2.9797854,53.4026938
496477,PI/000061435,Baa Bar,Pub/bar/nightclub,7843,4,fhrs_4_en-GB,07/07/2012,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,"Baa Bar, 43 - 45 Fleet Street",,Liverpool,Liverpool,L1 4AR,,-2.979762077,53.40294647
1244404,PI/000264609,Black Rabbit,Pub/bar/nightclub,7843,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Black Rabbit Shot Co, 41 Fleet Street",,Liverpool,Liverpool,L1 4AR,TRUE,-2.979762077,53.40294647
1319514,79305,The Irish House,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,37 Ranelagh Street,,Liverpool,Liverpool,L1 1JP,TRUE,-2.9797389,53.4052398
